0,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
307,2022-06-06 05:02:35,7c6d27,-31.35553,151.445143,199.117406,209.699268,-0.32512,VOZ524,0.0,0.0,0.0,1032.0,8023.86,8176.26,1654491754.686,1654491754.8815
308,2022-06-06 01:15:45,7c6d28,-34.729855,149.056334,190.185295,61.569277,0.0,VOZ833,0.0,0.0,0.0,7223.0,7315.2,7216.14,1654478144.939,1654478144.9885
309,2022-06-06 08:36:15,7c6d28,-29.651545,152.985687,180.417352,18.733919,0.0,VOZ965,0.0,0.0,0.0,1243.0,8690.61,8831.58,1654504574.8295,1654504574.9215
310,2022-06-06 10:55:35,7c6d28,-31.509796,151.357431,212.411486,201.597963,-0.32512,VOZ986,0.0,0.0,0.0,1145.0,7536.18,7661.91,1654512934.7615,1654512934.952
311,2022-06-06 22:09:10,7c6d29,-36.286743,147.806454,182.129161,235.625956,0.0,VOZ808,0.0,0.0,0.0,3704.0,9151.62,8945.88,1654553349.637,1654553349.735
312,2022-06-06 04:12:00,7c6d29,-30.348847,152.736273,224.837337,20.345455,0.0,VOZ943,0.0,0.0,0.0,1562.0,9730.74,9867.9,1654488719.986,1654488719.987
313,2022-06-06 06:20:40,7c6d29,-31.207031,151.497587,212.487792,201.540976,0.0,VOZ958,0.0,0.0,0.0,1102.0,8229.6,8389.62,1654496439.776,1654496439.9
314,2022-06-06 11:41:35,7c6d2b,-31.593695,150.399507,243.749843,37.980627,0.0,VOZ353,0.0,0.0,0.0,1331.0,11269.98,11193.78,1654515694.916,1654515694.9165
315,2022-06-06 02:47:35,7c6d2b,-36.260911,147.852689,197.549845,235.802903,0.0,VOZ834,0.0,0.0,0.0,4222.0,9856.47,9757.41,1654483654.481,1654483654.7415
316,2022-06-06 23:08:45,7c6d2e,-36.214261,147.936905,198.81669,235.548065,0.0,VOZ814,0.0,0.0,0.0,4357.0,10241.28,10130.79,1654556924.454,1654556924.7615
317,2022-06-06 07:25:55,7c6d2e,-31.545682,151.363672,187.782921,201.456555,-0.32512,VOZ966,0.0,0.0,0.0,1224.0,7379.97,7524.75,1654500354.8805,1654500354.911
318,2022-06-06 10:19:50,7c6d2f,-36.444214,140.897312,212.270965,292.114327,0.0,VOZ243,0.0,0.0,0.0,3770.0,8001.0,7795.26,1654510736.893,1654510774.602
319,2022-06-06 12:06:25,7c6d2f,-36.507523,143.093405,194.406922,113.813556,0.0,VOZ246,0.0,0.0,0.0,4077.0,7882.89,7258.05,1654517184.598,1654517184.965
320,2022-06-06 01:27:25,7c6d2f,-36.41081,147.581566,159.528247,235.851168,-0.32512,VOZ826,0.0,0.0,0.0,3633.0,10355.58,9182.1,1654478844.794,1654478844.9335
321,2022-06-06 12:09:05,7c6d30,-36.253236,140.757471,202.291653,292.376375,0.0,VOZ247,0.0,0.0,0.0,3753.0,7536.18,7391.4,1654517320.8575,1654517328.511
322,2022-06-06 09:14:45,7c6d30,-33.03154,148.336633,199.334271,218.637892,0.0,VOZ342,0.0,0.0,0.0,1116.0,11574.78,11494.77,1654506883.0915,1654506884.9095
323,2022-06-06 22:57:25,7c6d31,-35.191816,148.67981,228.390331,59.650989,0.0,VOZ819,0.0,0.0,0.0,3750.0,7334.25,7189.47,1654556244.9295,1654556244.93
324,2022-06-06 22:19:40,7c6d32,-34.993561,148.993051,206.443371,53.267173,0.0,VOZ811,0.0,0.0,0.0,7254.0,6042.66,5943.6,1654553979.967,1654553979.967
325,2022-06-06 09:59:25,7c6d32,-35.215651,148.67672,227.081437,57.511497,0.0,VOZ875,0.0,0.0,0.0,3673.0,6717.03,6598.92,1654509564.9185,1654509564.924
326,2022-06-06 13:20:55,7c6d32,-36.290035,147.800296,199.400645,235.589177,0.0,VOZ898,0.0,0.0,0.0,4222.0,8724.9,8583.93,1654521654.55,1654521654.9165
327,2022-06-06 20:46:35,7c6d33,-31.688714,151.348351,206.233898,202.177952,0.0,VOZ500,0.0,0.0,0.0,1143.0,8161.02,8260.08,1654548394.661,1654548394.9085
328,2022-06-06 02:55:15,7c6d33,-32.29231,151.27841,187.526132,198.075168,0.0,VOZ942,0.0,0.0,0.0,1225.0,6941.82,7014.21,1654484114.589,1654484114.869
329,2022-06-06 09:37:45,7c6d78,-30.252846,152.771059,213.377704,17.241459,0.32512,JST820,0.0,0.0,0.0,1375.0,8416.29,8507.73,1654508264.822,1654508264.822
330,2022-06-06 11:48:40,7c6d78,-31.114792,151.602981,216.85447,198.142413,0.0,JST825,0.0,0.0,0.0,1070.0,8404.86,8534.4,1654516119.928,1654516119.934
331,2022-06-06 05:11:50,7c6d7c,-36.273736,147.830278,199.515418,235.775187,0.0,JST517,0.0,0.0,0.0,4320.0,7299.96,7193.28,1654492309.997,1654492309.997
332,2022-06-06 07:38:25,7c6d7c,-35.15934,148.730808,222.074662,54.327602,-0.32512,JST518,0.0,0.0,0.0,4253.0,6282.69,6160.77,1654501104.704,1654501104.852
333,2022-06-06 09:58:55,7c6d7c,-36.328645,147.730817,189.019464,235.242945,0.0,JST525,0.0,0.0,0.0,4224.0,6998.97,6892.29,1654509534.4685,1654509534.869
334,2022-06-06 12:13:15,7c6d7c,-34.857154,148.58375,208.588133,54.585533,0.0,JST532,0.0,0.0,0.0,4235.0,6450.33,6324.6,1654517594.9685,1654517594.9685
335,2022-06-06 22:35:45,7c6d8d,-35.160461,148.729911,200.438329,55.866586,-0.32512,QFA414,0.0,0.0,0.0,3271.0,7044.69,6884.67,1654554944.7915,1654554944.8365
336,2022-06-06 06:42:50,7c6d8f,-29.516052,153.033635,214.986511,20.832343,0.0,QFA532,0.0,0.0,0.0,1533.0,7490.46,7680.96,1654497769.993,1654497769.993
337,2022-06-06 21:06:45,7c6d8f,-31.529871,150.451868,242.628393,38.784315,0.0,QFA600,0.0,0.0,0.0,1371.0,11879.58,11803.38,1654549604.9005,1654549604.9005
338,2022-06-06 09:16:05,7c6d8f,-32.770657,148.595161,201.660079,218.428061,0.0,QFA631,0.0,0.0,0.0,1003.0,10363.2,10488.93,1654506964.758,1654506964.8545
339,2022-06-06 21:21:10,7c6d93,-34.881033,148.652573,205.254775,60.068488,0.0,QFA406,0.0,0.0,0.0,4340.0,6934.2,6835.14,1654550469.969,1654550469.969
340,2022-06-06 01:28:40,7c6d93,-34.658203,149.516807,197.745341,61.699244,-0.32512,QFA432,0.0,1.0,1.0,7235.0,6515.1,6400.8,1654478919.939,1654478919.99
341,2022-06-06 03:48:35,7c6d93,-36.300636,147.781277,197.472799,235.70523,0.0,QFA445,0.0,0.0,0.0,4067.0,8416.29,8290.56,1654487314.6185,1654487314.9505
342,2022-06-06 07:01:25,7c6d93,-34.72377,149.699306,195.996381,61.860037,0.0,QFA462,0.0,0.0,0.0,4031.0,6659.88,6572.25,1654498884.9615,1654498884.9615
343,2022-06-06 12:34:25,7c6d93,-36.299992,147.782622,203.751649,235.580565,-0.32512,QFA497,0.0,0.0,0.0,4223.0,9216.39,9071.61,1654518864.7065,1654518864.938
344,2022-06-06 10:19:25,7c6d94,-29.789266,152.936662,206.103039,17.171846,0.0,QFA546,0.0,0.0,0.0,1250.0,8808.72,8968.74,1654510764.8505,1654510764.9495
345,2022-06-06 22:03:20,7c6d95,-36.113663,148.117332,204.886971,235.442452,0.0,QFA409,0.0,0.0,0.0,4066.0,9128.76,8900.16,1654552999.762,1654552999.888
346,2022-06-06 02:12:55,7c6d95,-31.361145,151.424575,196.819642,201.452421,-0.32512,QFA521,0.0,0.0,0.0,1143.0,7833.36,8016.24,1654481574.845,1654481574.94
347,2022-06-06 22:27:55,7c6d96,-35.359657,148.412819,231.168077,55.394886,0.0,QFA412,0.0,0.0,0.0,7243.0,7239.0,7105.65,1654554474.816,1654554474.816
348,2022-06-06 11:05:15,7c6d96,-36.379433,147.638543,211.35323,235.713906,-0.32512,QFA493,0.0,0.0,0.0,4002.0,8439.15,8282.94,1654513514.494,1654513514.753
349,2022-06-06 08:33:55,7c6d96,-31.442761,151.38694,217.4267,201.606726,-0.32512,QFA545,0.0,0.0,0.0,1060.0,8713.47,8964.93,1654504434.827,1654504434.978
350,2022-06-06 02:41:55,7c6d96,-32.852051,148.514557,204.715749,218.636432,0.0,QFA617,0.0,0.0,0.0,1216.0,11574.78,11468.1,1654483349.706,1654483314.835
351,2022-06-06 05:56:40,7c6d96,-31.723069,150.293134,250.553242,38.768254,0.0,QFA620,0.0,0.0,0.0,1434.0,11269.98,11186.16,1654494999.696,1654494999.881
352,2022-06-06 02:00:55,7c6d97,-29.891732,152.900029,222.839769,20.608193,0.0,QFA516,0.0,0.0,0.0,1535.0,8576.31,8732.52,1654480854.912,1654480854.985
353,2022-06-06 04:59:50,7c6d97,-31.329483,151.466152,211.503439,201.544364,-0.32512,QFA527,0.0,0.0,0.0,1133.0,7886.7,8069.58,1654491589.572,1654491589.863
354,2022-06-06 08:01:20,7c6d97,-29.660013,152.982842,206.225322,19.82392,0.0,QFA534,0.0,0.0,0.0,1552.0,8724.9,8900.16,1654502479.993,1654502479.993
355,2022-06-06 07:45:45,7c6d9b,-36.381528,147.634599,190.575613,235.883684,-0.32512,QFA463,0.0,0.0,0.0,4061.0,8214.36,8100.06,1654501544.5845,1654501544.929
356,2022-06-06 10:06:10,7c6d9b,-36.193771,140.715294,206.927385,294.524057,0.0,QFA693,0.0,0.0,0.0,3733.0,7581.9,7467.6,1654509949.347,1654509950.969
357,2022-06-06 22:12:50,7c6d9c,-29.938582,152.883545,211.093243,17.296192,0.0,QFA504,0.0,0.0,0.0,1360.0,8862.06,8976.36,1654553569.972,1654553569.972
358,2022-06-06 08:29:10,7c6d9c,-36.439043,141.026994,210.56602,292.388737,0.0,QFA671,0.0,0.0,0.0,4241.0,8305.8,8092.44,1654504148.672,1654504149.743
359,2022-06-06 06:14:20,7c6d9c,-36.422983,142.840265,221.194768,113.917133,-0.32512,QFA686,0.0,0.0,0.0,3741.0,6873.24,6751.32,1654496059.554,1654496059.883
360,2022-06-06 23:18:35,7c6d9d,-35.315768,148.482602,234.397681,59.74354,0.0,QFA422,0.0,0.0,0.0,3604.0,7399.02,7246.62,1654557514.911,1654557514.924
361,2022-06-06 06:33:15,7c6d9d,-36.410034,147.58323,191.967588,235.904988,-0.32512,QFA459,0.0,0.0,0.0,7233.0,8225.79,8138.16,1654497194.7235,1654497194.9025
362,2022-06-06 09:18:55,7c6d9d,-35.146195,148.694973,240.240986,56.309932,0.0,QFA476,0.0,0.0,0.0,3234.0,6766.56,6621.78,1654507134.7855,1654507134.844
363,2022-06-06 11:59:30,7c6d9d,-36.391571,147.616596,181.983065,236.053959,-0.32512,QFA495,0.0,0.0,0.0,3667.0,8907.78,8778.24,1654516769.635,1654516769.659
364,2022-06-06 22:50:20,7c6d9f,-32.932022,148.43551,212.293406,218.593621,0.0,QFA607,0.0,0.0,0.0,1037.0,11574.78,11521.44,1654555819.458,1654555819.545
365,2022-06-06 10:37:30,7c6d9f,-31.762482,150.260441,242.801219,38.498614,0.0,QFA632,0.0,0.0,0.0,1545.0,11269.98,11193.78,1654511849.991,1654511849.991
366,2022-06-06 05:56:40,7c6db0,-35.245863,148.594529,239.125724,59.844403,0.0,QFA454,0.0,0.0,0.0,3304.0,6896.1,6774.18,1654494999.688,1654494999.688
367,2022-06-06 08:22:45,7c6db0,-36.209634,147.945109,203.060584,235.544744,-0.32512,QFA471,0.0,0.0,0.0,4011.0,8553.45,8458.2,1654503764.793,1654503764.9675
368,2022-06-06 01:25:20,7c6db0,-33.154178,148.215824,213.558091,217.83955,0.0,QFA615,0.0,0.0,0.0,1156.0,8526.78,8450.58,1654478719.542,1654478719.542
369,2022-06-06 20:56:05,7c6db2,-31.706869,151.348314,187.123997,201.47261,-0.32512,QFA501,0.0,0.0,0.0,1222.0,7181.85,7277.1,1654548964.533,1654548964.796
370,2022-06-06 20:55:20,7c6db3,-36.203659,147.955513,189.399949,236.006554,0.0,QFA401,0.0,0.0,0.0,4361.0,8595.36,8976.36,1654548919.608,1654548919.867
371,2022-06-06 02:11:00,7c6db3,-34.790163,148.377113,206.292044,61.303676,0.0,QFA436,0.0,0.0,0.0,4031.0,7399.02,7269.48,1654481459.962,1654481459.962
372,2022-06-06 11:06:30,7c6db3,-35.181807,148.717976,227.712812,58.722297,-0.32512,QFA494,0.0,0.0,0.0,3241.0,6804.66,6659.88,1654513589.949,1654513589.949
373,2022-06-06 04:39:20,7c6db3,-29.765873,152.944928,219.674214,19.484205,0.0,QFA528,0.0,0.0,0.0,1373.0,8336.28,8519.16,1654490359.94,1654490359.94
374,2022-06-06 07:31:55,7c6db3,-33.301309,148.080235,193.546523,218.636611,0.0,QFA627,0.0,0.0,0.0,1047.0,11597.64,11883.39,1654500714.564,1654500714.7465
375,2022-06-06 02:54:20,7c6db4,-36.324804,147.737712,185.157679,235.840305,-0.32512,QFA437,0.0,0.0,0.0,4057.0,9372.6,7749.54,1654484059.438,1654484059.968
376,2022-06-06 09:19:30,7c6db4,-31.336441,151.599857,218.573326,197.704683,-0.32512,QFA549,0.0,0.0,0.0,1054.0,9418.32,9639.3,1654507169.786,1654507169.91
377,2022-06-06 11:55:40,7c6db4,-29.845322,152.916588,211.586008,17.173514,0.0,QFA554,0.0,0.0,0.0,1240.0,10165.08,10287.0,1654516539.552,1654516539.828
378,2022-06-06 06:41:00,7c6db4,-31.372391,150.580646,248.612748,38.931007,0.0,QFA624,0.0,0.0,0.0,1345.0,10050.78,10066.02,1654497659.945,1654497659.945
379,2022-06-06 01:16:35,7c6db5,-36.348789,147.693922,170.39283,235.776236,-0.32512,QFA431,0.0,0.0,0.0,4362.0,8462.01,8313.42,1654478194.93,1654478194.93
380,2022-06-06 03:42:00,7c6db5,-35.251328,148.585739,238.1359,58.719695,0.0,QFA440,0.0,0.0,0.0,3713.0,6873.24,6827.52,1654486919.975,1654486919.975
381,2022-06-06 06:15:20,7c6db5,-36.37294,147.650414,186.544658,235.912328,-0.32512,QFA455,0.0,0.0,0.0,3647.0,7894.32,7749.54,1654496119.852,1654496119.871
382,2022-06-06 21:16:55,7c6db5,-32.930908,148.436487,210.016683,218.572633,0.0,QFA605,0.0,0.0,0.0,1130.0,11574.78,11506.2,1654550214.631,1654550214.814
383,2022-06-06 09:17:55,7c6db5,-31.978943,150.081258,243.471187,39.057392,0.0,QFA628,0.0,0.0,0.0,1263.0,11269.98,11186.16,1654507074.899,1654507074.899
384,2022-06-06 07:30:45,7c6db6,-31.415314,151.399168,216.883148,201.557079,-0.32512,QFA539,0.0,0.0,0.0,1172.0,8157.21,8328.66,1654500644.733,1654500644.92
385,2022-06-06 23:02:25,7c6db7,-31.995019,150.067826,243.046889,37.399972,0.0,QFA604,0.0,0.0,0.0,1277.0,11879.58,11818.62,1654556544.879,1654556544.879
386,2022-06-06 10:38:00,7c6db7,-36.378159,142.70668,232.90227,113.697344,-0.32512,QFA676,0.0,0.0,0.0,3740.0,6789.42,6568.44,1654511879.863,1654511879.991
387,2022-06-06 21:11:05,7c6db8,-31.557436,151.368396,202.218376,201.530253,-0.32512,QFA503,0.0,0.0,0.0,1151.0,8126.73,7307.58,1654550029.785,1654549864.9125
388,2022-06-06 09:22:45,7c6db8,-30.151876,152.807103,210.971268,17.214219,0.0,QFA544,0.0,0.0,0.0,1426.0,9551.67,9688.83,1654507364.9025,1654507364.9905
389,2022-06-06 07:03:40,7c6db9,-32.92677,148.440427,200.461605,218.593621,0.0,QFA625,0.0,0.0,0.0,1055.0,11574.78,11521.44,1654499019.75,1654499019.998
390,2022-06-06 10:34:55,7c6db9,-36.191047,140.424269,174.247734,292.13085,-2.27584,QFA697,0.0,0.0,0.0,4254.0,7501.89,7372.35,1654511691.3165,1654511691.3165
391,2022-06-06 05:00:40,7c6dba,-31.781616,150.244354,248.921266,38.604892,0.0,QFA618,0.0,0.0,0.0,1402.0,10660.38,10538.46,1654491639.823,1654491639.963
392,2022-06-06 08:18:35,7c6dbb,-35.041709,148.89434,211.177373,55.026743,0.0,QFA466,0.0,0.0,0.0,1047.0,6465.57,6343.65,1654503514.9,1654503514.9
393,2022-06-06 21:54:30,7c6dbb,-31.582397,151.284709,183.202747,201.950552,0.0,QFA591,0.0,0.0,0.0,1147.0,8092.44,8145.78,1654552469.468,1654552469.699
394,2022-06-06 05:34:30,7c6dbb,-32.995574,148.372155,200.467546,218.016837,0.0,QFA621,0.0,0.0,0.0,1006.0,11574.78,11506.2,1654493669.58,1654493669.665
395,2022-06-06 03:19:15,7c6dd4,-36.323734,147.739027,199.81001,235.870127,0.0,QFA439,0.0,0.0,0.0,4301.0,8751.57,8599.17,1654485554.848,1654485554.9405
396,2022-06-06 05:43:15,7c6dd4,-35.204874,148.659525,225.170483,59.852623,-0.32512,QFA448,0.0,0.0,0.0,4237.0,6758.94,6640.83,1654494194.913,1654494194.913
397,2022-06-06 08:03:35,7c6dd4,-29.624834,152.995077,205.679832,19.823188,0.0,QFA536,0.0,0.0,0.0,1523.0,8301.99,8488.68,1654502614.979,1654502614.979
398,2022-06-06 10:14:45,7c6dd4,-31.439255,151.387886,223.869413,201.517527,-0.32512,QFA551,0.0,0.0,0.0,1044.0,8972.55,7639.05,1654510484.875,1654510484.951
399,2022-06-06 22:33:35,7c6dd7,-31.53942,151.367886,207.229891,201.495748,-0.32512,QFA507,0.0,0.0,0.0,1142.0,7471.41,7574.28,1654554814.7005,1654554814.878
400,2022-06-06 03:01:45,7c6dd8,-29.981931,152.867924,218.711314,18.769279,0.0,QFA520,0.0,0.0,0.0,1312.0,8702.04,8804.91,1654484504.9335,1654484504.9555
401,2022-06-06 06:22:40,7c6dd8,-31.225754,151.48854,196.235269,201.455981,-0.32512,QFA533,0.0,0.0,0.0,1072.0,7840.98,8008.62,1654496559.643,1654496559.974
402,2022-06-06 22:30:10,7c6dda,-29.778625,152.940357,210.749442,17.870874,0.0,QFA506,0.0,0.0,0.0,1241.0,8442.96,8526.78,1654554609.959,1654554609.959
403,2022-06-06 11:57:30,7c6dda,-31.591699,151.320575,182.755824,201.550883,-0.32512,QFA561,0.0,0.0,0.0,1223.0,8275.32,8420.1,1654516649.525,1654516649.953
404,2022-06-06 22:18:55,7c6ddb,-36.172367,148.011936,196.780042,235.487321,-0.32512,QFA413,0.0,0.0,0.0,7215.0,8702.04,8572.5,1654553934.7435,1654553934.8385
405,2022-06-06 05:21:25,7c6ddc,-35.216269,148.640917,237.595704,59.931146,0.0,QFA450,0.0,0.0,0.0,3763.0,6861.81,6728.46,1654492884.8785,1654492884.883
406,2022-06-06 08:31:10,7c6ddc,-36.324013,147.739057,184.917395,235.632143,0.0,QFA475,0.0,0.0,0.0,4012.0,8854.44,8732.52,1654504269.851,1654504269.851
407,2022-06-06 11:54:35,7c6ddc,-31.737152,150.281449,246.010757,40.748534,0.0,QFA636,0.0,0.0,0.0,1423.0,11269.98,11193.78,1654516474.78,1654516474.9455
408,2022-06-06 01:57:10,7c6ddd,-36.345799,140.862258,196.521648,292.194254,0.0,QFA679,0.0,0.0,0.0,4347.0,7353.3,7162.8,1654480604.609,1654480616.536
409,2022-06-06 21:30:10,7c6dde,-29.436768,153.061682,193.955622,18.88934,0.0,QFA502,0.0,0.0,0.0,1345.0,8542.02,8686.8,1654551009.909,1654551009.947
410,2022-06-06 01:34:50,7c6ddf,-36.474097,142.992787,203.871113,114.032584,-0.32512,QFA678,0.0,0.0,0.0,4312.0,7459.98,7322.82,1654479289.943,1654479289.979
411,2022-06-06 04:05:55,7c6ddf,-36.333742,140.947168,204.651981,291.801268,0.0,QFA683,0.0,0.0,0.0,4007.0,7741.92,7570.47,1654488279.384,1654488329.561
412,2022-06-06 07:17:15,7c6de2,-36.406247,142.789891,214.450794,113.956893,-0.32512,QFA690,0.0,0.0,0.0,7234.0,5916.93,5821.68,1654499834.8465,1654499834.983
413,2022-06-06 04:35:10,7c6de3,-31.345344,151.593311,211.313783,196.34479,-0.32512,QFA529,0.0,0.0,0.0,1221.0,7368.54,7528.56,1654490109.749,1654490109.875
414,2022-06-06 02:10:25,7c6de3,-31.511248,150.467305,249.080695,38.730675,0.0,QFA612,0.0,0.0,0.0,1426.0,11269.98,11163.3,1654481424.795,1654481424.86
415,2022-06-06 03:05:50,7c6de7,-36.372894,147.650356,190.994567,235.844439,-0.32512,QFA441,0.0,0.0,0.0,3711.0,8435.34,8313.42,1654484749.997,1654484749.997
416,2022-06-06 21:43:10,7c6de7,-36.367679,140.859628,215.626304,292.223522,0.0,QFA673,0.0,0.0,0.0,3662.0,7719.06,7543.8,1654551789.054,1654551789.394
417,2022-06-06 03:58:10,7c6de8,-36.564423,147.695789,195.527976,235.453618,-0.32512,QFA443,0.0,0.0,0.0,3275.0,8519.16,8366.76,1654487889.68,1654487889.917
418,2022-06-06 06:25:35,7c6de8,-35.161469,148.727669,232.23769,59.937562,-0.16256,QFA458,0.0,0.0,0.0,4254.0,6511.29,6396.99,1654496734.799,1654496734.841
419,2022-06-06 09:36:00,7c6de8,-36.197479,147.967243,199.058587,235.568014,-0.32512,QFA483,0.0,0.0,0.0,4035.0,9128.76,8907.78,1654508159.175,1654508159.381
420,2022-06-06 12:01:55,7c6de8,-35.199951,148.667589,227.214272,59.805545,-0.32512,QFA498,0.0,0.0,0.0,4265.0,6945.63,6808.47,1654516914.77,1654516914.77
421,2022-06-06 01:20:45,7c6de8,-32.332808,151.274934,197.661241,201.598972,-0.32512,QFA517,0.0,0.0,0.0,1174.0,6400.8,6423.66,1654478444.7435,1654478444.8705
422,2022-06-06 07:03:50,7c6de9,-32.056849,151.306744,176.180359,201.680838,-0.32512,QFA541,0.0,0.0,0.0,1011.0,6705.6,6743.7,1654499029.868,1654499029.907
423,2022-06-06 21:18:05,7c6de9,-36.435055,142.630994,230.078841,114.053688,-0.32512,QFA670,0.0,0.0,0.0,3773.0,7844.79,7722.87,1654550284.7065,1654550284.829
424,2022-06-06 09:01:05,7c6deb,-35.291191,148.522089,242.390383,58.901444,0.0,QFA474,0.0,0.0,0.0,4037.0,7338.06,7212.33,1654506064.858,1654506064.897
425,2022-06-06 08:50:35,7c6dec,-31.567383,151.513582,215.037878,201.151491,-0.32512,QFA547,0.0,0.0,0.0,1120.0,8328.66,8473.44,1654505434.645,1654505434.939
426,2022-06-06 03:20:20,7c6dec,-31.568935,150.419861,244.953147,38.750437,0.0,QFA614,0.0,0.0,0.0,1266.0,11269.98,11163.3,1654485619.615,1654485619.876
427,2022-06-06 15:17:25,7c7621,-29.899443,152.897415,224.55348,17.944198,0.0,QFA7343,0.0,0.0,0.0,1466.0,8221.98,8256.27,1654528644.97,1654528644.97
428,2022-06-06 12:43:10,7c7621,-35.150159,148.872985,212.313351,56.048906,0.0,QFA7355,0.0,0.0,0.0,3777.0,6682.74,6579.87,1654519394.808,1654519389.663
429,2022-06-06 10:46:05,7c7621,-36.363187,142.522333,237.619258,114.953707,0.0,QFA7380,0.0,0.0,0.0,7212.0,8839.2,8724.9,1654512364.857,1654512364.872
430,2022-06-06 17:55:45,7c762b,-32.740282,148.625149,204.851121,216.399531,0.0,QFA7305,0.0,0.0,0.0,1110.0,8526.78,8442.96,1654538144.7345,1654538144.8235
431,2022-06-06 22:34:25,7c762b,-36.158087,148.037657,190.084445,235.518529,0.0,QFA7342,0.0,0.0,0.0,3671.0,10355.58,10104.12,1654554864.7515,1654554864.9145
432,2022-06-06 14:09:45,7c762b,-31.57878,150.411868,240.619048,38.641121,0.0,QFA7350,0.0,0.0,0.0,1374.0,10660.38,10568.94,1654524584.871,1654524584.9095
433,2022-06-06 20:18:35,7c762b,-35.15966,148.730808,229.006136,54.684721,0.0,QFA7352,0.0,0.0,0.0,4062.0,7600.95,7444.74,1654546714.953,1654546714.974
434,2022-06-06 14:13:50,7c764b,-36.314377,147.689326,189.399949,234.657628,-0.32512,QFA7345,0.0,0.0,0.0,4045.0,9753.6,9517.38,1654524829.652,1654524829.969
435,2022-06-06 11:12:55,7c764b,-35.131416,148.774669,226.128154,53.083119,-0.32512,QFA7354,0.0,0.0,0.0,4073.0,6918.96,6732.27,1654513974.89,1654513974.89
436,2022-06-06 10:02:05,7c7701,-35.109427,148.809853,221.549826,59.743239,-0.32512,JST524,0.0,0.0,0.0,7251.0,6442.71,6313.17,1654509724.724,1654509724.9025
437,2022-06-06 12:04:55,7c7701,-36.323718,147.739773,163.092883,235.706312,-0.65024,JST533,0.0,0.0,0.0,4021.0,8938.26,8793.48,1654517094.898,1654517094.964
438,2022-06-06 10:36:30,7c77f7,-35.217233,148.641014,230.292855,59.908258,0.0,QFA486,0.0,1.0,0.0,4362.0,7223.76,7086.6,1654511789.967,1654511789.967
439,2022-06-06 01:06:50,7c77fd,-29.678029,152.976272,221.30063,20.62988,0.0,QFA512,0.0,0.0,0.0,1245.0,8061.96,8176.26,1654477609.754,1654477609.754
440,2022-06-06 09:36:00,7c77fd,-32.918289,148.449023,206.078972,218.314518,0.0,QFA635,0.0,0.0,0.0,1024.0,12184.38,12153.9,1654508159.7,1654508159.967
441,2022-06-06 02:49:05,7c77ff,-34.790373,148.243982,206.9763,61.458704,-0.32512,QFA438,0.0,0.0,0.0,7245.0,7623.81,7475.22,1654483744.7785,1654483744.842
442,2022-06-06 05:43:50,7c77ff,-36.2612,147.853203,199.710977,235.760914,0.0,QFA449,0.0,0.0,0.0,4266.0,9014.46,8869.68,1654494229.71,1654494229.904
443,2022-06-06 08:27:35,7c77ff,-31.445274,150.521285,244.088633,39.08526,0.0,QFA626,0.0,0.0,0.0,1565.0,9951.72,9856.47,1654504054.725,1654504054.885
444,2022-06-06 11:22:55,7c77ff,-33.414894,147.974797,198.942214,217.906311,0.0,QFA637,0.0,0.0,0.0,1113.0,12180.57,12123.42,1654514574.5615,1654514574.7695
445,2022-06-06 01:41:45,7c7800,-36.369727,147.656513,178.785019,235.844811,-0.32512,QFA433,0.0,0.0,0.0,3610.0,8462.01,8321.04,1654479704.872,1654479704.9605
446,2022-06-06 04:19:35,7c7800,-35.248077,148.590347,233.608139,59.928537,0.0,QFA444,0.0,0.0,0.0,3604.0,6850.38,6720.84,1654489174.9325,1654489174.9325
447,2022-06-06 07:04:40,7c7800,-29.608713,153.000722,176.064654,17.225025,0.0,QFA530,0.0,0.0,0.0,1427.0,8580.12,8751.57,1654499079.723,1654499079.723
448,2022-06-06 20:48:05,7c7802,-35.192108,148.657727,216.152508,55.253573,-0.32512,QFA402,0.0,0.0,0.0,3656.0,6938.01,6804.66,1654548484.898,1654548484.898
449,2022-06-06 10:49:25,7c7802,-36.31295,147.75836,192.630061,235.666851,-0.65024,QFA487,0.0,0.0,0.0,3640.0,8522.97,8397.24,1654512564.9405,1654512564.987
450,2022-06-06 23:03:35,7c7802,-29.885172,152.902431,212.829406,18.638147,0.0,QFA508,0.0,0.0,0.0,1471.0,9425.94,9555.48,1654556614.6715,1654556614.6715
451,2022-06-06 03:02:35,7c7802,-31.434259,151.375172,173.249661,201.941863,-0.32512,QFA593,0.0,0.0,0.0,1211.0,8237.22,8362.95,1654484554.6955,1654484554.862
452,2022-06-06 07:44:00,7c7802,-31.624239,151.361332,200.792047,201.753322,-0.32512,QFA597,0.0,0.0,0.0,1162.0,5913.12,6042.66,1654501439.916,1654501439.995
453,2022-06-06 08:52:00,7c7a38,-36.294359,140.585847,168.398511,292.221811,0.0,VOZ237,0.0,0.0,0.0,3771.0,7673.34,7513.32,1654505497.517,1654505497.517
454,2022-06-06 11:01:20,7c7a38,-36.405487,142.788448,222.968006,113.925816,0.0,VOZ238,0.0,0.0,0.0,3256.0,7696.2,7574.28,1654513279.28,1654513279.884
