0,time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1,2022-06-06 05:57:20,008080,-32.149887,20.861499,212.811375,226.528724,0.0,LNK893,0.0,0.0,0.0,NaN,7871.46,8313.42,1654495039.48,1654495039.48
2,2022-06-06 07:59:00,008080,-32.037157,21.615432,222.511749,47.326362,0.0,LNK902,0.0,0.0,0.0,6325.0,8503.92,8964.93,1654502113.082,1654502113.082
3,2022-06-06 11:46:50,008080,-32.188545,20.810572,216.108121,226.011538,0.0,LNK903,0.0,0.0,0.0,1000.0,7726.68,8168.64,1654516009.494,1654516009.494
4,2022-06-06 13:53:35,008080,-32.048218,21.601428,221.730132,47.355776,0.0,LNK920,0.0,0.0,0.0,462.0,8580.12,9090.66,1654523320.841,1654523331.784
5,2022-06-06 05:32:50,008081,-32.046654,21.472834,225.538375,50.146295,0.0,LNK892,0.0,0.0,0.0,NaN,7947.66,8427.72,1654493276.235,1654493276.235
6,2022-06-06 12:46:10,008081,-32.166526,21.392455,221.309599,48.610091,0.0,LNK896,0.0,0.0,0.0,NaN,7848.6,8305.8,1654519569.904,1654519569.904
7,2022-06-06 09:56:40,008081,-32.023564,21.024805,218.311632,225.0,0.0,LNK905,0.0,0.0,0.0,NaN,7917.18,8404.86,1654509399.961,1654509399.961
8,2022-06-06 17:30:25,008081,-32.153623,20.855514,213.531445,224.902392,0.0,LNK909,0.0,0.0,0.0,NaN,7692.39,8164.83,1654536624.7405,1654536624.7405
9,2022-06-06 16:38:15,00808c,-32.045059,21.51925,225.150811,49.246397,0.0,LNK898,0.0,0.0,0.0,NaN,8576.31,9075.42,1654533238.764,1654533246.962
10,2022-06-06 14:25:10,00808c,-31.953644,21.114789,220.093669,224.337103,0.32512,LNK901,0.0,0.0,0.0,NaN,8336.28,8816.34,1654525509.361,1654525509.361
11,2022-06-06 05:43:40,00869f,-32.402893,20.532568,203.38503,226.657615,0.0,KEM0810,0.0,0.0,0.0,NaN,6979.92,7414.26,1654494219.567,1654494219.567
12,2022-06-06 10:55:30,00869f,-32.452011,20.467584,200.071763,226.989364,-0.32512,KEM0812,0.0,0.0,0.0,NaN,6690.36,7117.08,1654512929.513,1654512929.513
13,2022-06-06 16:18:25,00869f,-32.056641,21.523842,220.379666,49.915122,0.0,KEM0813,0.0,0.0,0.0,5246.0,8294.37,8789.67,1654532304.761,1654532304.761
14,2022-06-06 07:37:10,00869f,-32.091018,21.411849,219.674817,45.0,0.0,KEM1803,0.0,0.0,0.0,NaN,8206.74,8614.41,1654500784.392,1654500784.392
15,2022-06-06 05:11:05,008de3,-28.33754,26.048798,227.224682,46.514317,0.0,FA128,0.0,0.0,0.0,NaN,8382.0,8808.72,1654492264.3825,1654492264.3825
16,2022-06-06 07:59:05,008de3,-32.202394,20.793476,217.576364,225.046132,0.0,FA129,0.0,0.0,0.0,7577.0,8008.62,8473.44,1654502344.6475,1654502344.6475
17,2022-06-06 10:20:40,008de4,-32.108056,21.525075,216.816023,47.481571,0.0,FA112,0.0,0.0,0.0,NaN,8221.98,8671.56,1654510547.367,1654510549.189
18,2022-06-06 17:29:35,008de4,-32.238075,20.74617,223.731098,227.181641,0.0,FA113,0.0,0.0,0.0,NaN,7254.24,7654.29,1654536574.7695,1654536574.7695
19,2022-06-06 05:05:45,008de4,-28.281555,26.112132,226.609483,44.909628,0.0,SFR100,0.0,0.0,0.0,6035.0,8092.44,8526.78,1654491940.8585,1654491944.38
20,2022-06-06 07:51:45,008de4,-32.305473,20.659752,208.815789,226.406324,0.0,SFR101,0.0,0.0,0.0,NaN,7700.01,8115.3,1654501904.6475,1654501904.6475
21,2022-06-06 05:47:55,008ff4,-28.451111,25.920076,229.399342,47.450147,0.0,GBB110,0.0,0.0,0.0,NaN,7947.66,8435.34,1654494466.766,1654494471.2385
22,2022-06-06 09:04:10,008ff4,-32.205734,20.788055,226.991675,225.18364,-0.32512,GBB111,0.0,0.0,0.0,NaN,7117.08,7559.04,1654506249.845,1654506249.846
23,2022-06-06 12:51:35,008ff4,-28.318681,26.070287,223.763321,47.945096,0.0,GBB112,0.0,0.0,0.0,NaN,7623.81,8092.44,1654519894.5915,1654519894.592
24,2022-06-06 16:00:20,008ff4,-32.342028,20.610856,217.651158,225.275018,0.0,GBB113,0.0,0.0,0.0,NaN,6949.44,7360.92,1654531219.487,1654531219.487
25,2022-06-06 06:35:45,008ffa,-32.355672,20.594543,202.156458,224.063878,0.0,GBB101,0.0,0.0,0.0,NaN,7105.65,7559.04,1654497344.8175,1654497344.8175
26,2022-06-06 09:19:20,008ffa,-28.376862,26.004322,222.502234,49.58122,0.0,GBB102,0.0,0.0,0.0,NaN,7886.7,8408.67,1654507159.525,1654507159.718
27,2022-06-06 12:59:40,008ffa,-32.277328,20.695441,206.29461,225.092264,0.0,GBB103,0.0,0.0,0.0,NaN,7109.46,7528.56,1654520379.527,1654520379.527
28,2022-06-06 15:13:50,008ffa,-32.047623,21.557648,225.618154,48.366461,0.0,GBB104,0.0,0.0,0.0,NaN,7970.52,8465.82,1654528186.478,1654528186.478
29,2022-06-06 06:17:55,0092d2,-32.262087,19.292549,119.406939,23.702646,0.0,ZSODI,0.0,0.0,0.0,NaN,5631.18,6008.37,1654496273.466,1654496274.56
30,2022-06-06 13:42:45,009993,-33.226709,22.911819,211.422089,164.820073,0.0,00000000,0.0,0.0,0.0,NaN,8869.68,NaN,1654522964.7015,1654522964.867
31,2022-06-06 07:25:30,00b024,-32.189713,20.810577,226.629369,225.452564,0.0,SAA317,0.0,0.0,0.0,NaN,7863.84,8321.04,1654500329.862,1654500329.862
32,2022-06-06 09:36:40,00b024,-32.000702,21.660809,219.017849,47.577491,0.0,SAA332,0.0,0.0,0.0,NaN,8046.72,8534.4,1654508084.979,1654508084.979
33,2022-06-06 13:47:15,00b024,-32.242767,20.742133,221.38093,226.473521,0.0,SAA343,0.0,0.0,0.0,NaN,7776.21,8237.22,1654523234.7085,1654523234.7085
34,2022-06-06 15:44:30,00b024,-31.998825,21.591705,215.454405,48.935748,0.0,SAA354,0.0,0.0,0.0,NaN,8130.54,8625.84,1654530237.604,1654530247.439
35,2022-06-06 04:41:55,00b025,-32.040482,21.433777,225.820035,51.141111,0.0,SAA302,0.0,0.0,0.0,NaN,7959.09,8442.96,1654490239.012,1654490244.473
36,2022-06-06 17:43:30,00b026,-32.300537,20.667371,219.745283,226.164818,0.0,SAA357,0.0,0.0,0.0,NaN,7475.22,7924.8,1654537409.356,1654537409.541
37,2022-06-06 05:26:45,00b098,-32.493805,20.412762,196.778701,228.332532,0.0,FA200,0.0,0.0,0.0,NaN,6964.68,7387.59,1654493204.683,1654493204.683
38,2022-06-06 08:08:45,00b098,-28.309721,26.080184,220.145363,47.735975,0.0,FA201,0.0,0.0,0.0,NaN,8355.33,8862.06,1654502924.782,1654502924.782
39,2022-06-06 11:22:30,00b098,-32.332391,20.623524,209.65597,226.94448,0.0,SFR202,0.0,0.0,0.0,NaN,7147.56,7574.28,1654514549.596,1654514549.784
40,2022-06-06 13:30:30,00b098,-32.112442,21.51958,223.704481,47.363247,0.0,SFR203,0.0,0.0,0.0,NaN,8602.98,9083.04,1654521939.252,1654521951.109
41,2022-06-06 15:08:30,00b099,-32.083374,21.594562,221.942494,46.459449,0.0,SFR114,0.0,0.0,0.0,NaN,8427.72,8877.3,1654527840.938,1654527871.412
42,2022-06-06 18:50:20,00b099,-32.104202,20.920825,215.640419,227.895036,0.0,SFR115,0.0,0.0,0.0,NaN,7970.52,8412.48,1654541419.249,1654541419.799
43,2022-06-06 10:24:50,00b394,-31.742761,21.601373,197.72058,229.239872,0.0,ZSTNF,0.0,0.0,0.0,NaN,8610.6,8911.59,1654511089.939,1654511089.939
44,2022-06-06 19:02:55,00c45f,-28.101782,26.314648,220.614523,47.700629,0.0,SFR215,0.0,0.0,0.0,NaN,8595.36,9090.66,1654542173.474,1654542173.474
45,2022-06-06 16:11:55,00c45f,-32.280487,20.691129,202.084804,225.184824,0.0,SFR268,0.0,0.0,0.0,NaN,7589.52,8027.67,1654531914.8805,1654531914.8805
46,2022-06-06 21:48:25,0d08e7,34.691449,-119.605579,218.640794,138.762271,0.32512,XARWS,0.0,0.0,0.0,7464.0,9258.3,9723.12,1654552104.5205,1654552104.9535
47,2022-06-06 16:29:15,0d0c44,33.237823,-84.096706,240.049184,53.080041,0.0,VIV100,0.0,0.0,0.0,4212.0,11269.98,11673.84,1654532954.757,1654532954.8945
48,2022-06-06 19:30:55,141ed5,59.417589,31.612435,NaN,NaN,NaN,RA07893,0.0,0.0,0.0,NaN,2133.6,NaN,1654543854.477,1654543854.477
49,2022-06-06 08:09:15,142329,56.114822,36.345853,128.147354,286.524294,0.0,GZP9633,0.0,0.0,0.0,NaN,1649.73,1706.88,1654502837.808,1654502838.2
50,2022-06-06 13:54:50,142382,59.010773,31.90155,155.829835,317.61443,-3.2512,RSD658,0.0,0.0,0.0,NaN,4145.28,4221.48,1654523689.72,1654523689.985
51,2022-06-06 07:03:40,14f114,58.932541,32.71075,NaN,NaN,-2.27584,RSD071,0.0,0.0,0.0,NaN,3688.08,NaN,1654499019.722,1654499019.722
52,2022-06-06 09:43:35,14fc13,58.957664,33.212238,150.467982,248.629378,0.0,RSD206,0.0,0.0,0.0,350.0,2956.56,3009.9,1654508614.7695,1654508614.856
53,2022-06-06 16:49:35,151d7c,59.141006,31.77713,147.14931,314.715514,-2.92608,UTA381,0.0,0.0,0.0,NaN,3794.76,3855.72,1654534174.602,1654534174.7995
54,2022-06-06 18:21:35,151da4,59.301977,31.438991,133.853343,315.31679,-3.90144,AFL030,0.0,0.0,0.0,NaN,3112.77,3128.01,1654539694.9425,1654539694.9425
55,2022-06-06 14:29:35,151da5,59.14356,31.562081,129.869347,315.481466,-3.90144,AFL038,0.0,0.0,0.0,NaN,2781.3,2362.2,1654525774.826,1654525774.9665
56,2022-06-06 06:27:50,151dc9,59.182434,31.667816,123.682866,315.519283,-4.22656,AFL010,0.0,0.0,0.0,NaN,3108.96,3162.3,1654496869.193,1654496869.236
57,2022-06-06 04:48:35,151dce,59.060965,31.884738,140.781527,315.799424,-3.08864,AFL006,0.0,0.0,0.0,NaN,3623.31,3669.03,1654490913.765,1654490913.8615
58,2022-06-06 11:29:55,151dce,59.174103,31.683197,131.328394,315.47482,-3.57632,AFL020,0.0,0.0,0.0,NaN,2777.49,2830.83,1654514994.5145,1654514994.536
59,2022-06-06 13:22:05,151dda,59.139262,31.685719,143.7657,316.33222,-4.8768,AFL022,0.0,0.0,0.0,NaN,3863.34,3893.82,1654521724.817,1654521724.904
60,2022-06-06 08:00:20,151de2,58.897053,32.154709,135.914508,315.313089,-0.97536,SDM6050,0.0,0.0,0.0,NaN,4137.66,4183.38,1654502411.443,1654502411.443
61,2022-06-06 10:25:15,151df5,59.011293,31.96922,150.606501,314.825849,-2.27584,SDM6020,0.0,0.0,0.0,NaN,3893.82,3947.16,1654511113.0435,1654511113.0435
62,2022-06-06 06:22:00,151e00,58.968837,31.974761,146.879843,317.102788,-3.2512,SDM6010,0.0,0.0,0.0,NaN,3634.74,3669.03,1654496519.672,1654496519.803
63,2022-06-06 20:29:35,151e03,58.758096,32.382275,154.791547,315.114823,-2.92608,SDM6016,0.0,0.0,0.0,NaN,4419.6,4465.32,1654547370.164,1654547370.3425
64,2022-06-06 08:38:45,151e03,58.977889,32.024242,143.750051,315.458356,-2.60096,SDM6018,0.0,0.0,0.0,NaN,3897.63,3939.54,1654504724.5085,1654504724.7355
65,2022-06-06 18:06:55,151e04,59.183295,31.665013,128.781682,315.742256,-3.2512,SDM6036,0.0,0.0,0.0,NaN,3166.11,3223.26,1654538814.567,1654538814.789
66,2022-06-06 05:24:25,151e10,59.202506,31.625756,141.087602,315.688622,-3.90144,PBD209,0.0,0.0,0.0,NaN,3265.17,3307.08,1654493064.8825,1654493064.9045
67,2022-06-06 13:59:50,151e16,59.127319,31.771637,139.688362,315.707319,-3.90144,PBD203,0.0,0.0,0.0,NaN,2910.84,2964.18,1654523989.605,1654523989.692
68,2022-06-06 08:15:15,151e17,59.082637,31.851067,134.009449,315.076394,-3.57632,PBD205,0.0,0.0,0.0,NaN,3067.05,3116.58,1654503314.674,1654503314.9355
69,2022-06-06 04:58:10,151e50,59.058124,31.890943,160.791528,315.862452,-1.6256,PBD207,0.0,0.0,0.0,NaN,3307.08,3329.94,1654491489.566,1654491489.61
70,2022-06-06 10:15:00,151ffa,59.210678,31.612793,140.778237,309.412756,-2.92608,AFL018,0.0,0.0,0.0,NaN,2796.54,2857.5,1654510499.96,1654510499.96
71,2022-06-06 09:29:00,151ffc,59.129582,31.675857,137.279456,316.643281,-3.2512,AFL016,0.0,0.0,0.0,NaN,3444.24,3497.58,1654507739.704,1654507739.747
72,2022-06-06 16:41:30,151ffc,59.354965,31.304535,144.824895,316.338443,-3.57632,AFL026,0.0,0.0,0.0,NaN,2049.78,2095.5,1654533689.667,1654533689.667
73,2022-06-06 15:00:35,151ffd,59.180743,31.657625,137.527922,315.763898,-3.90144,AFL024,0.0,0.0,0.0,NaN,3539.49,3589.02,1654527634.706,1654527634.7705
74,2022-06-06 08:37:00,151ffe,59.25085,31.537581,125.86543,315.33703,-3.90144,AFL014,0.0,0.0,0.0,NaN,2613.66,2636.52,1654504619.893,1654504619.936
75,2022-06-06 07:38:30,151fff,59.141373,31.745728,146.250557,315.548268,-4.22656,AFL012,0.0,0.0,0.0,NaN,3345.18,3364.23,1654501109.832,1654501109.832
76,2022-06-06 12:28:20,152002,59.288697,31.463139,138.239058,315.440728,-4.22656,AFL052,0.0,0.0,0.0,NaN,3154.68,3208.02,1654518499.56,1654518499.56
77,2022-06-06 17:44:25,152003,59.30264,31.402004,118.004079,317.087984,-3.57632,AFL028,0.0,0.0,0.0,NaN,2404.11,2499.36,1654537464.356,1654537464.6565
78,2022-06-06 03:59:10,15200b,59.291118,31.472042,137.179172,316.212428,-2.60096,AFL002,0.0,0.0,0.0,NaN,2560.32,2613.66,1654487949.858,1654487949.858
79,2022-06-06 19:29:20,15200b,59.239014,31.559967,136.036154,315.296867,-3.57632,AFL044,0.0,0.0,0.0,NaN,2628.9,2682.24,1654543759.717,1654543759.717
80,2022-06-06 15:59:50,15201d,59.155837,31.702849,137.511564,315.755837,-3.2512,AFL054,0.0,0.0,0.0,NaN,2705.1,2766.06,1654531189.98,1654531189.98
81,2022-06-06 21:14:50,15201e,59.295122,31.451774,153.516503,315.298413,-3.57632,AFL034,0.0,0.0,0.0,NaN,2834.64,2880.36,1654550089.989,1654550089.989
82,2022-06-06 19:04:15,152021,59.17234,31.599838,143.078817,317.726362,-3.57632,AFL032,0.0,0.0,0.0,NaN,3230.88,3299.46,1654542254.8485,1654542254.892
83,2022-06-06 22:53:45,152029,59.170604,31.689115,140.089354,315.507868,-2.76352,AFL046,0.0,0.0,0.0,NaN,3074.67,3177.54,1654556024.924,1654556024.924
84,2022-06-06 23:19:45,15202d,58.97329,32.030013,157.149384,315.299194,-2.92608,AFL036,0.0,0.0,0.0,NaN,3867.15,3954.78,1654557584.69,1654557584.89
85,2022-06-06 09:57:05,155c0f,59.354073,31.339005,134.049316,313.863959,-3.2512,SDM6041,0.0,0.0,0.0,NaN,2225.04,2209.8,1654509423.738,1654509423.9875
86,2022-06-06 21:10:05,155c15,59.196092,31.641911,132.167061,315.279489,-3.57632,SDM6039,0.0,0.0,0.0,NaN,2312.67,2286.0,1654549804.742,1654549804.8555
87,2022-06-06 12:29:05,155c25,59.100361,31.82147,136.778267,315.299194,-3.57632,SDM6014,0.0,0.0,0.0,NaN,3009.9,3070.86,1654518543.9885,1654518544.4315
88,2022-06-06 16:07:25,155c29,59.146751,31.722427,134.969754,315.897517,-3.57632,SDM6012,0.0,0.0,0.0,NaN,3139.44,3185.16,1654531644.0205,1654531644.7855
89,2022-06-06 04:34:35,155c29,58.905803,32.085136,162.323477,318.226202,-3.57632,SDM6022,0.0,0.0,0.0,NaN,4777.74,4842.51,1654490074.5315,1654490074.728
90,2022-06-06 22:09:55,155c29,58.911438,32.132904,148.439159,315.69306,-3.57632,SDM6034,0.0,0.0,0.0,NaN,4461.51,4518.66,1654553372.308,1654553372.308
91,2022-06-06 19:49:05,155c2d,59.016704,31.960095,155.162802,315.0,-3.2512,SDM6024,0.0,0.0,0.0,NaN,3722.37,3790.95,1654544943.517,1654544944.349
92,2022-06-06 09:23:30,155c2d,59.005939,31.892837,140.246153,317.90191,-4.55168,SDM6028,0.0,0.0,0.0,NaN,4305.3,4358.64,1654507409.367,1654507409.948
93,2022-06-06 14:51:45,155c2d,59.116715,31.725611,149.064063,315.341091,-3.57632,SDM6030,0.0,0.0,0.0,NaN,3150.87,3215.64,1654527104.62,1654527104.9515
94,2022-06-06 09:36:45,392ae4,46.863966,1.249956,198.725263,255.891686,0.0,AFR15HR,0.0,0.0,0.0,1000.0,6724.65,7383.78,1654508204.033,1654508204.6725
95,2022-06-06 07:31:50,392ae4,45.944733,1.922005,184.412209,184.377741,0.0,AFR89GP,0.0,0.0,0.0,1000.0,7604.76,7886.7,1654500709.218,1654500709.855
96,2022-06-06 19:36:20,392ae6,45.445877,1.853005,181.272722,185.054776,-0.32512,AFR48DJ,0.0,0.0,0.0,1000.0,6019.8,7189.47,1654544176.401,1654544179.943
97,2022-06-06 17:16:35,392ae6,47.307435,1.30935,208.572757,254.475889,0.0,AFR87DB,0.0,0.0,0.0,1000.0,4594.86,5414.01,1654535794.1335,1654535794.945
98,2022-06-06 15:05:45,392ae6,45.819586,1.953517,192.829368,185.590508,0.0,AFR94RQ,0.0,0.0,0.0,1000.0,7379.97,7612.38,1654527944.848,1654527944.972
99,2022-06-06 06:02:25,393321,46.951332,1.253619,200.248278,294.085714,0.0,AFR44SZ,0.0,0.0,0.0,1000.0,5436.87,5753.1,1654495344.775,1654495344.823
100,2022-06-06 16:11:55,393321,46.940872,1.241646,202.142062,357.706842,0.0,AFR53YK,0.0,0.0,0.0,1000.0,5600.7,6076.95,1654531914.013,1654531914.7935
101,2022-06-06 14:08:35,393321,45.840906,1.917678,193.985979,184.579449,0.0,AFR78NH,0.0,0.0,0.0,1000.0,6983.73,7330.44,1654524514.49,1654524514.863
102,2022-06-06 18:12:05,393322,47.186244,1.278583,197.074691,260.642997,0.0,AFR43LV,0.0,0.0,0.0,1000.0,4385.31,4823.46,1654539121.6385,1654539124.8475
103,2022-06-06 16:06:10,393322,45.777283,1.912023,194.045658,184.635463,0.0,AFR82NK,0.0,0.0,0.0,1000.0,7147.56,7486.65,1654531569.907,1654531569.938
104,2022-06-06 18:48:25,3944e8,47.13598,1.313727,183.74871,254.744881,0.0,AFR13KF,0.0,0.0,0.0,1000.0,4994.91,6591.3,1654541304.3075,1654541304.7345
105,2022-06-06 16:33:55,3944e8,46.006436,1.919296,197.044812,184.181287,0.0,AFR28PN,0.0,0.0,0.0,1000.0,7471.41,8233.41,1654533234.3525,1654533234.909
106,2022-06-06 06:59:40,3944e8,45.903442,1.955499,203.607094,185.311226,-0.32512,AFR41GQ,0.0,0.0,0.0,1000.0,8153.4,8591.55,1654498779.688,1654498779.975
107,2022-06-06 09:03:00,3944e8,46.830434,1.248387,220.291684,255.338116,0.0,AFR89UD,0.0,0.0,0.0,1000.0,6804.66,7418.07,1654506177.649,1654506179.456
108,2022-06-06 12:28:00,3944ef,45.809647,1.920598,200.762389,184.751698,0.0,AFR25ZP,0.0,0.0,0.0,1000.0,8046.72,8309.61,1654518479.475,1654518479.925
109,2022-06-06 14:36:15,3944ef,47.045916,1.240255,206.86309,230.851703,0.0,AFR74CQ,0.0,0.0,0.0,1000.0,6907.53,6774.18,1654526173.259,1654526174.7835
110,2022-06-06 08:12:45,3944f7,46.788058,1.248804,205.9036,322.057847,0.0,AFR21HX,0.0,0.0,0.0,1000.0,5673.09,6404.61,1654503163.6765,1654503163.9725
111,2022-06-06 06:10:30,3944f7,45.658807,1.900085,194.558477,184.678741,0.0,AFR45WB,0.0,0.0,0.0,1000.0,7612.38,8027.67,1654495829.742,1654495829.998
112,2022-06-06 15:44:25,394c10,46.92746,1.248045,203.741485,254.446081,0.0,AFR43TP,0.0,0.0,0.0,1000.0,5326.38,5977.89,1654530264.5065,1654530264.805
113,2022-06-06 13:41:10,394c10,46.157754,1.977814,192.125499,185.156105,0.0,AFR76AB,0.0,0.0,0.0,1000.0,7917.18,7299.96,1654522869.334,1654522869.994
114,2022-06-06 06:35:35,3950c9,46.771591,1.248027,201.695826,69.770806,0.0,AFR68BP,0.0,0.0,0.0,1000.0,6381.75,6705.6,1654497334.57,1654497334.9115
115,2022-06-06 18:37:40,3950ca,45.813128,1.947327,NaN,NaN,NaN,AFR94SH,0.0,0.0,0.0,1000.0,6743.7,NaN,1654540659.664,1654540659.991
116,2022-06-06 19:22:00,3950cb,45.564632,1.868088,192.05958,185.050896,0.0,AFR78RT,0.0,0.0,0.0,1000.0,8511.54,8420.1,1654543319.005,1654543319.857
117,2022-06-06 17:43:10,3950ce,45.880463,1.927431,218.311632,184.730939,0.0,AFR35QD,0.0,0.0,0.0,1000.0,8633.46,8976.36,1654537389.671,1654537389.976
118,2022-06-06 19:48:20,3950ce,47.247116,1.262185,190.709602,84.382419,0.0,AFR95SJ,0.0,0.0,0.0,1000.0,4853.94,6118.86,1654544899.741,1654544899.742
119,2022-06-06 14:33:20,3950d0,45.807821,1.923294,NaN,NaN,NaN,AFR48JP,0.0,0.0,0.0,1000.0,7673.34,NaN,1654525999.366,1654525999.91
120,2022-06-06 16:34:20,3950d0,46.865814,1.250153,202.517204,320.5672,0.0,AFR66SP,0.0,0.0,0.0,1000.0,6248.4,6530.34,1654533259.99,1654533259.99
121,2022-06-06 06:32:50,3985a2,45.854004,1.909343,NaN,NaN,NaN,AFR36EF,0.0,0.0,0.0,1000.0,8130.54,NaN,1654497169.849,1654497169.854
122,2022-06-06 08:31:00,3985a2,46.857202,1.2507,NaN,NaN,NaN,AFR97HB,0.0,0.0,0.0,1000.0,5722.62,NaN,1654504259.939,1654504259.939
123,2022-06-06 15:47:35,3985a3,45.822282,1.923334,208.570089,184.774643,0.0,AFR21QH,0.0,0.0,0.0,1000.0,6526.53,6964.68,1654530454.4425,1654530454.9935
124,2022-06-06 17:55:55,3985a3,47.040024,1.244593,188.812162,340.161351,0.0,AFR77FJ,0.0,0.0,0.0,1000.0,4953.0,5836.92,1654538153.4735,1654538154.824
125,2022-06-06 10:34:20,3985a6,46.681091,1.246098,213.865995,322.957525,-0.32512,AFR31GX,0.0,0.0,0.0,1000.0,6827.52,7353.3,1654511659.092,1654511659.314
126,2022-06-06 11:31:55,3985a7,45.846359,1.91477,197.083087,184.49558,0.0,AFR41BW,0.0,0.0,0.0,1000.0,6941.82,7292.34,1654515114.4365,1654515114.953
127,2022-06-06 13:47:25,3985a7,47.260117,1.374256,197.677743,254.475889,0.0,AFR41JA,0.0,0.0,0.0,1000.0,4815.84,6309.36,1654523244.8605,1654523244.9565
128,2022-06-06 20:09:15,3985a7,45.499971,1.853708,194.15235,184.959803,-0.32512,AFR67MF,0.0,0.0,0.0,1000.0,6046.47,7284.72,1654546154.5725,1654546154.8895
129,2022-06-06 07:08:05,3985ab,47.224434,1.264853,189.365711,296.678959,0.0,AFR18EB,0.0,0.0,0.0,1000.0,4377.69,5764.53,1654499283.5065,1654499284.6145
130,2022-06-06 09:36:25,3985ab,45.825976,1.942623,202.892524,185.335958,0.0,AFR63ED,0.0,0.0,0.0,1000.0,7284.72,7654.29,1654508184.5695,1654508184.8355
131,2022-06-06 05:08:00,3985ab,45.617889,1.935938,193.818422,185.962278,-0.32512,AFR93AZ,0.0,0.0,0.0,1000.0,7162.8,8488.68,1654492078.873,1654492079.907
132,2022-06-06 11:51:50,3985ab,46.991412,1.324814,230.617849,254.77557,0.0,AFR93BN,0.0,0.0,0.0,1000.0,5013.96,5524.5,1654516309.793,1654516309.793
133,2022-06-06 01:02:00,407c8a,-36.696384,147.395675,192.079915,235.062176,-0.32512,DHK246,0.0,0.0,0.0,4052.0,9532.62,9334.5,1654477319.798,1654477319.965
134,2022-06-06 06:29:25,42431c,56.18883,36.281061,127.406706,316.713572,-2.60096,SBI8505,0.0,0.0,0.0,NaN,1672.59,1714.5,1654496760.634,1654496760.634
135,2022-06-06 17:36:45,43ed52,52.175585,-111.425145,215.920947,251.654158,-0.32512,2JRSY,0.0,0.0,0.0,2032.0,12382.5,12512.04,1654537004.7435,1654537004.9245
136,2022-06-06 07:14:35,440047,47.083213,1.290237,191.291559,254.890425,0.0,EJU394Y,0.0,0.0,0.0,1000.0,5753.1,6073.14,1654499672.9765,1654499674.6265
137,2022-06-06 16:43:40,440047,45.78636,1.913338,187.041433,184.579806,0.0,EJU4031,0.0,0.0,0.0,1000.0,7162.8,7528.56,1654533819.596,1654533819.992
138,2022-06-06 18:49:20,440047,46.892814,1.343834,187.196127,84.160508,0.0,EJU415G,0.0,0.0,0.0,1000.0,5204.46,5974.08,1654541359.34,1654541359.628
139,2022-06-06 05:23:25,440047,45.77333,1.946837,192.754895,185.637377,0.0,EJU782B,0.0,0.0,0.0,1000.0,6861.81,7219.95,1654493004.739,1654493004.945
140,2022-06-06 07:01:50,44017c,45.899575,1.938469,196.132739,184.895331,0.0,EJU502G,0.0,0.0,0.0,1000.0,6789.42,7246.62,1654498909.989,1654498909.989
141,2022-06-06 08:50:15,44017c,46.888508,1.245738,197.574291,328.891388,0.0,EJU898M,0.0,0.0,0.0,1000.0,5010.15,5806.44,1654505414.335,1654505414.91
142,2022-06-06 05:22:45,4405ea,46.756989,1.260861,200.642705,320.935274,0.0,EJU357W,0.0,0.0,0.0,1000.0,5600.7,6675.12,1654492964.3395,1654492964.975
143,2022-06-06 07:35:05,4405ea,45.886448,1.922333,186.397054,184.590543,0.0,EJU732N,0.0,0.0,0.0,1000.0,5524.5,5737.86,1654500903.8855,1654500904.6765
144,2022-06-06 17:56:00,44093e,45.902664,1.936876,202.282448,184.92711,-0.32512,EJU194C,0.0,0.0,0.0,1000.0,7421.88,7772.4,1654538159.923,1654538159.984
145,2022-06-06 19:35:40,44093e,47.108465,1.283363,197.419712,255.114845,0.0,EJU308Z,0.0,0.0,0.0,1000.0,6621.78,5802.63,1654544274.2525,1654544139.881
146,2022-06-06 10:19:10,44093e,45.512121,1.860173,195.071304,183.857546,0.0,EJU595E,0.0,0.0,0.0,1000.0,5212.08,5699.76,1654510749.782,1654510749.925
147,2022-06-06 12:15:05,44093e,46.811668,1.335248,195.630817,284.717567,-0.32512,EJU858U,0.0,0.0,0.0,1000.0,5730.24,6370.32,1654517702.923,1654517704.6705
148,2022-06-06 14:24:00,44093e,45.54808,1.914703,202.709215,185.49745,0.0,EJU897G,0.0,0.0,0.0,1000.0,6393.18,6755.13,1654525439.668,1654525439.889
149,2022-06-06 16:09:10,44093e,46.9785,1.35579,198.191846,254.112831,0.0,EJU986W,0.0,0.0,0.0,1000.0,4442.46,5551.17,1654531749.391,1654531749.839
150,2022-06-06 17:28:20,71be09,37.526184,-119.138203,220.911622,267.619883,0.0,KAL214,0.0,0.0,0.0,3272.0,9753.6,10233.66,1654536549.48,1654536499.764
151,2022-06-06 11:50:55,75020c,5.318871,113.389497,203.459683,252.725506,0.0,MAS2631,0.0,0.0,0.0,NaN,5311.14,5638.8,1654516254.33,1654516254.6025
152,2022-06-06 09:27:40,75020e,5.073263,112.513591,202.2295,250.354482,0.32512,MAS2607,0.0,0.0,0.0,NaN,6316.98,6682.74,1654507619.16,1654507619.16
153,2022-06-06 04:47:10,750210,5.231964,112.861199,221.928184,255.54511,0.0,MAS2621,0.0,0.0,0.0,NaN,6911.34,7353.3,1654490823.028,1654490823.028
